review,sentiment
"ok we have a film that some are calling one of the best movies ever..but i'm sitting here thinking hell the f!, the storys sux{ which there is no story], the diolouge is quite plain, artisticly nothing great!, and the acting is nothing real out standing, so if you want to pretend to be arty say you like it, but if you have a real view say you don't like it or if you did explain why!",negative
"Mild SPOILERS contained herein. I'm spoiling this film to save you the trouble of having to watch it. <br /><br />Jet Li's movies fall into one of two categories: Shaolin period movies and movies set in modern-day Hong Kong revolving around Triads or Triad like organizations. Each genre has its best and worst films. `Twin Warriors' is Jet Li's best Shaolin era flick while `The Evil Cult' is his worst. `Fist of Legend' while in the recent past is the best `modern era' Jet Li movie. `Black Mask' without a doubt is the worst.<br /><br />Jet Li plays a self-exiled mercenary who received an injection that gives him superhuman ability, but shortens his life span. In his `new life' in exile he plays a pacifist librarian. When his old mercenary squad goes on a rampage, Jet Li becomes a vigilante determined to stop them. He dons a very silly corrugated cardboard mask so as to conceal his identity from the police (and public) as a librarian, as well as to conceal his true identity to his ex-comrades in arms.<br /><br />The version I saw was dubbed, and horribly at that. Why does Jet Li capture and hold hostage his library co-worker if he's a pacifist? Is there a love story between them? Why does the police chief not care when he learns of the Black Mask's true identity? The plot is just plain BAD. Bad by way of the superhero cheesiness, bad in the sense that characters are never properly developed, bad in its character interactions, all topped off by a half-explained story I quickly lost interest in. <br /><br />The action and martial arts sequences are way over the top. Lots of blood, gore (severed body parts aplenty), explosions, and Matrix style superhuman martial arts fiascos are present in the film. Unfortunately this is the films best and only selling point. If you want to see Jet Li playing a vigilante superhero in a Mission Impossible style movie `Black Mask' delivers. For the rest of us Jet Li fans it is a true disappointment. This is one of those movies where Jet Li never gets to be Jet Li: he gets neither the chance to charm us with his charisma, nor a chance to impress us with his impressive yet realistic martial arts ability. <br /><br />Normally a Chinese knockoff of Ozzy Osbourne would be enough to engross me in a film, sadly `Black Mask' proved to be an exception to that rule. Indeed the antagonist of this movie, by the way he dresses, his long straight hair, and trademark round sunglasses looks like the modern and aged Ozzy Osbourne. However the villain isn't on-screen long enough to make the gimmick worthwhile. I am assuming the likeness to Ozzy was intentional; in addition to the villain's look, he also ran a satanic looking hideout. So much more could have been made from the Ozzy Osbourne villain gimmick! If only the writer, director, or ANYONE had bothered to give a background to and develop the character of the film's arch villain!<br /><br />`Black Mask' was the first Jet Li film released on video in the USA after Lethal Weapon 4, and I'm glad I stayed away from it until now. It may well have ruined my whole perception of Jet Li as a martial artist and actor. If you want to see Jet Li at his worst, rent `Black Mask' and `The Evil Cult' and make it a double feature or horror, both intentional and unintentional. Otherwise stick to moves that utilize the talents of Jet Li, and have plots that are semi-well thought out and plausible. 3/9 stars.",negative
"i actually thought this is a comedy and sat watching it expecting to laugh my ass off. pretty soon in became clear this is no comedy, or at least not a 'Jim Carrey type' one. what kept we watching was the characters - the movie starts with some pretty grim, troubled people, gathered together to try and fight one of their basic fears - fear of water, fear of swimming. we start to get bit by bit into their lives, witness their troubles, guess of their thoughts.<br /><br />actually i made it look much darker than it actually is, and besides the chain of events soon brings some light and hope to their lives.<br /><br />i probably wouldn't have watched the movie had i known its not a comedy but rather a drama, but i had good time, enjoyed the story and don't mind i spent about 90 minutes with it.<br /><br />many films treat the alienation between people in the western world, this movie shows how people can get together and help each other<br /><br />""and if in the light of dying day you meet her, don't let her pass you by and leave, don't loose her, she is your gift from the sun...""<br /><br />9/10<br /><br />peace and love",positive
"I loved it, it was really gruesome and disgusting. I thought that the tearing of the human flesh was thoroughly provacative. the way that it was depicting the human crucifix about Jesus Christ was really interesting. The tearing about limbs and jaws was awesome brutally gruesome. Don't watch this if you have a weak heart, you wouldn't be able to stand it.",positive
"I think a great many viewers missed entirely the fact that this is obviously a parody of western films.<br /><br />This is not a bad movie - it is a clever tongue in cheek take on westerns. I don't believe this film was taking itself seriously for a moment.<br /><br />What makes this film even more unique is the fact it is centered around 4 strong, beautiful women, two of which are black, one Asian, and a Mexican/Hispanic character.<br /><br />These aren't your usual western women--they're tough--they can draw fast and shoot straight.<br /><br />They're so tough even the bartender is shaking when he pours their whiskey.<br /><br />The plot which moves this story along is typical of westerns--in the vein of ""you shot my brother--so I'm gonna get you!"" Only in this western, a woman's sister has been shot and she's out for vengeance on the gang who did it.<br /><br />So she goes and rounds up her old cronies from her bank robbing days.<br /><br />One of them, Maria, is not really all that interested in avenging Rachel's sister, but she is motived by the fact there's gold and jewelry hidden in the town where they're headed.<br /><br />There are a couple of scenes that don't quite make sense, not that they interfere that much, they can be ignored, but I wondered why they were there. So the film could use a little tightening, but over all, this is a well made film that has failed to find an audience that recognized what it is.<br /><br />My only disappointment was that the only lesbian in the film is a villain--of the ""heroines"", one is obviously straight, the others sexual orientations are never disclosed.<br /><br />7 Stars",positive
"A ridiculous comedy given an arms-flailing direction. I love one of the comments here: ""Couldn't be made today"". Well, neither could ""The Philadelphia Story"" without a car chase or two. Nonetheless, does that mean the picture is worse for the wear for being old-fashioned? I don't think ""Susan Slept Here"" was good for any generation and it should fester peacefully in the memories of Debbie Reynolds-buffs. There is no sparkle in this story of a screenwriter who latches onto a much-younger girl for 'script research'. Dick Powell makes his farewell screen appearance in what must have been an embarrassment to him. Reynolds is pallid. Produced by one Harriet Parsons--who gives her famous mother Louella a number of inane plugs. *1/2 from ****",negative
"Possibly the worst film within the genre in existence. It was announced as a comedy, but is simply tragically pathetic. I don't think anyone could have achieved anything more terrible and irritating if they were specifically requested to. It is toilet humour at its very poorest, I would avoid even watching the trailer. I only went to see it because it was announced that if you like Monty Python, you are bound to love this. Whoever wrote that was either biased or seriously deranged. I am still bewildered how one can honestly believe such a statement. Rarely do I leave the cinema, really it takes a lot of effort for a film to have that effect on me: this one did it in just 30 minutes.",negative
"One of the worst things a film studio can do is exploit the tragedies of others, commercializing a 'shock' or 'gore' factor in order to sell tickets to be able to buy their Birch a new diamond necklace. Another worst thing is to totally misrepresent the true facts of an incredible saga by fabricating events, dialog and images to the director's own liking. Lastly, one of the worst things a film studio can do is to use bottom-of-the-barrel actors and shoot it all on a sound stage that was rented for fifty cents a day. All three of these travesties the makers of this film are guilty of. This is, hands-down, the worst movie I have ever seen, and I've seen thousands. A score of '1' is too good for this waste of celluloid. Not only should the filmmakers be ashamed for making it, they should be ashamed for negatively exploiting the heroes of this story, which are the people who experienced this tragedy firsthand, both the living and the dead.",negative
"Well...now that I know where Rob Zombie stole the title for his ""House of 1,000 Corpses"" crapfest, I can now rest in peace. Nothing about the somnambulant performances or trite script would raise the dead in ""The House of Seven Corpses,"" but a groovie ghoulie comes up from his plot (ha!) anyway, to kill the bloody amateurs making a low-rent horror flick in his former abode! In Hell House (sorry, I don't remember the actual name of the residence), a bunch of mysterious, unexplained deaths took place long ago; some, like arthritic Lurch stand-in John Carradine (whose small role provides the film's only worthwhile moments), attribute it to the supernatural; bellowing film director John Ireland dismisses it as superstitious hokum. The result comes across like ""Satan's School for Girls"" (catchy title; made-for-TV production values; intriguing plot) crossed with ""Children Shouldn't Play With Dead Things"" (low-rent movie about low-rent movie makers who wake the dead); trouble is, it's nowhere near as entertaining or fun. ""The House of Seven Corpses"" is dead at frame one, and spends the rest of its 89 minutes going through rigor mortis, dragging us along for every aching second...",negative
"i watch this film with horror in my heart because my mother also was a crack head like Michelle. i've been wondering where Michelle is now. there has been times where i had to find my mother in places i was scared to be but more scared to leave her there! to see Michelle act like that made me wonder where she was sleeping all that time?? i watched in hopes the it was never that bad for my mom! and what i want to know is... where did Matt and Tracy ""tear that ass up""?! worst scene for me was watching Tracy shoot up in an old navy dressing room!!!! u never who try clothes on before you and it looks like all of them except Michelle has aids!!!! where are they know 2008? can we get an update??????????",positive
"Steve Biko was a black activist who tried to resist the white minority governed South Africa in much the same way as Gandhi tried to resist the British empire's colonialism in India. Richard Attenborough's film Cry Freedom is not about Biko or Apartheid as much as it is about Donald Woods, the white liberal newspaper editor who risked his life trying to tell Biko's story. The film has a jarring point of view switch after Biko dies in prison from tortuous behavior at the hands of South African ""police"". Woods, played by Kevin Kline, must choose whether to do the right thing and flee the country to publish books about Biko or allow his wife, played by Penelope Wilton, to pressure him into forgetting about the books. In that case, Biko dies in vain. What begins as a life-changing friendship between Biko and Woods degenerates into a standard by the numbers escape over the border yarn after Biko's death. Oscar-nominated Denzel Washington is good in only his fourth film as Biko, but something is wrong in a film that tries to depict the struggles of Apartheid by focusing more on the trials of a white family for more than half the film. Attenborough would have served his topic better by focusing on Biko's rise to prominence instead of beginning where Biko befriended Woods. Perhaps a black actor in a leading role in a 2 1/2 hour film wasn't exactly conducive to big box office, but the film was a tremendous box office flop anyway. Film politics aside, the film still entertains and sends a message or two, albeit, in PG-sanitized fashion. *** of 4 stars.",positive
"For me, North and South (Books I&II) is the ultimate TV series of the 80's. Just spotting all those cameo appearances was highly entertaining.Gene Kelly, James Stewart, Elisabeth Taylor, Olivia De Havilland, Robert Mitchum, even Johny Cash¡ No series has come close to this achievement.Have you ever seen anyone looking like Lincoln? Dick Smith's prosthetics made Hal Holbrock's powerful performance even more so. The crafted costumes, the jaw dropping locations, everything. It's clear that nowadays there are excellent and bright TV series (Desperate Housewives, Lost,24) but North & South was, and still is, one of its kind. Don't miss it. Only David Carradine's portrayal of the ultimate villain (you may call him just violent husband) worths the viewing. Maybe some characters and situations are too stereotyped, I admit it but the positive sides clearly cast a shadow over them. I'm so glad that finally is available on DVD in Spain.",positive
"The `plot' of this film contains a few holes you could drive a massive truck through, but I reckon that isn't always top priority in horror. Two elderly sisters in rural England keep their brother in the cellar since more than 30 years. Now, he escaped and started a killing spree, focusing on militaries that are homed nearby. `We only did we thought was best for him' they keep on repeating and  strangely  all the army officers love these women and don't doubt their sincerity, even though 5 of their men died. I don't know whether to find the revelation near the end suspenseful  or tedious! In a way, this film reminded me about `Arsenic and Old Lace'. In that black-comedy classic, two half-insane siblings mother their goofy younger brother as well, yet they do the killing there. The old ladies in `The Beast in the Cellar' are by no means less crazy, though. The `horror' in this early 70's film is very amateurish and cheap, but there are a few neat attempts to build up the tension. Too many `old-ladies' talk about the good ol' days, though and that rarely is something you seek in a horror film with such an appealing title. Flora Robson, who may be recognized by classic film buffs, plays one of the sisters. She gave image to the Queen of England is the legendary Errol Flynn swashbuckler film, the Sea Hawk.",negative
"I bought this movie sight unseen at a sci-fi convention and I got what I deserved for doing something so silly. Simply put this movie is implausible, boring and unwatchable.<br /><br />I was so bored and disgusted with the lack of plot development that I turned it off to watch a repeat of Mythbusters. I understand that this was a very low budget move, or least it looked like a very low budget move, but that does not excuse the horrible acting, terrible plot and even worse camera work. It looks like something a group of college students did in between classes and getting drunk.<br /><br />Maybe if the villain wasn't so laughable and the plot was something that actually could happen in real life with respect to law enforcement it might become so bad it's funny. This movie isn't funny, it's just bad.",negative
"""In Love and War"" is a simple feel-good TV-film, and should be viewed as such.<br /><br />(Possible spoiler)<br /><br />It is the story of a WWII British soldier, Newby, captured with his commando by the Italians and imprisoned in a former orphanage. As the Italians surrender to the Allies, the commando is freed, and attempts to flee. However, the Germans arrive and the commando is captured again. Only Newby, injured, remains at large. The rest of the film recounts how he is hidden and protected by the Partisans, and his survival.<br /><br />(End of spoiler)<br /><br />Based on a true story, ""In Love and War"" is a refreshingly straightforward film. Half comedy, half romance, the story is simple and unambiguous. The 'atmosfera' is warm and sunny, and the various stereotypes (the desperately unorganized or romantic Italians, the serious stern-looking Germans and the phlegmatic and pragmatic British), although unoriginal, are still humorous. Nicola Piovani's musical score also adds to the Mediterranean flavour.<br /><br />Although it is far from being a ""Tea With Mussolini"" or a ""La Vita E Bella"", ""In Love and War"" is a sweet simple film that will put a smile, and maybe even a little tan, on your face.",positive
I can't get over how lazy the director is with this movie. Instead of setting up scenes in a creative way he relies on boring old zombie clichés.<br /><br />Where the two unarmed leads have to get down the college steps into the van he surrounds them with zombies yet neither of the leads is bitten. He can't be bothered to direct a decent fight scene so we see the leads shove their way down the steps.<br /><br />Sometimes the zombies limp about and at others they run like the wind. This is really convenient for the director because he can set up anything he likes without bothering with continuity in the behaviour of the zombies.<br /><br />With careful planning and a lot more inspiration this movie could have been so much better.,negative
"This movie surprised me. Some things were ""clicheish"" and some technological elements reminded me of the movie ""Enemy of the State"" starring Will Smith. But for the most part very entertaining- good mix with Jamie Foxx and comedian Mike Epps and the 2 wannabe thugs Julio and Ramundo (providing some comic relief). This is a movie you can watch over again-say... some Wednesday night when nothing else is on. I gave it a 9 for entertainment value.",positive
"I picked up the movie with no cover and not even knowing what it was, but when I watched it I laughed so hard. It is now one of my favorite movies of all time. Rusty and the guys created a masterpiece I would highly recommend this movie to any one with a sense of humor. Thank You Rusty for giving us something to laugh at.",positive
"The whole point of making this film, one of the earliest and best international color releases of cinematic opera, was to make it more accessible to the masses. And it succeeded admirably in doing so. The general public would not sit still for a love story about two young exotic lovers in ancient Egypt if played by the typical 300 pound over 40 tenor and soprano with the vocal equipment to sing the glorious music properly. Hence the visual substitution of the beautiful principals (a young Loren, handsome Della Marra, and a slinky Ms. Maxwell)who make the story much more believable, giving those not familiar with the plot or the music a better chance at being wooed into the lovely arias who otherwise might not be. Altogether, an enchanting introduction to one of Verdi's great works. I remember seeing this when I was in junior high school and it certainly awakened my interest in opera, a form with which I was then not well acquainted. I still regard this film fondly and would recommend it highly to those who might appreciate the great music accompanied by better than average visuals. Luciano Della Marra was a standout as Radames, and unfortunately for audiences did not appear in any other films.",positive
"Just saw it....the story, the plot, the script makes absolute no sense!! Its Samvise the brave part 2(without the RING), its characters showing up out of the blue(for no reason),its Hercules hated by everyone(no one knows why), its Leelee Sobiesky showing her true talents(two of them), its crappy special effects, its a few good actors wasting their talents(did I mention Leelee's two talents??)... do I have to say more??? ITS JUST AWFUL, even for NBC-TV standards!!! Its just the lowest....what a waste! by the way: how can you people give this mini-series so many stars????? Its beyond me!.... Shame on you! Have to make 10 lines, so this is my final word: AVOID, AVOID, if u are considering buying it!",negative
"As Americans, we have come to expect crapiness as ""par for the course"" when it comes to HORROR and unknown directors directing unknown actors acting for unknown writers. We truly expect this to suck & when they don't suck,it becomes an over night success.<br /><br />This is NOT an over night success, nor is it an over the weekend or over the month success. This blows from start to finish and my only recommendation is this: GO INTO THIS KNOWING IT SUCKS, enjoy it for what it is, for what it isn't & if you have something better to do, keep this on the back WAY BACK burner. It's entertaining in the way watching the elderly cross a busy street during rush hour, but don't expect much-they almost never get hit by an actual car, its just a lot of hoopla.",negative
"<br /><br />""step aside for hollywood veterans?"" (the wayan brothers were 'asked') thats what hollyweird demanded and thats what it got. However, like so many of its recent decisions this one was a stupendous mistake.<br /><br />The director is SO out of touch with todays audience, attempting to bring back physical pratfalls and gags in place of funny dialogue is just a DISASTER. I knew it, the audience knew it and the CAST knew it.<br /><br />What a shame, why did they EVER consider changing directors? Not only that but the two Wayan brothers played as two of four primary characters, without them its just a farce and a sad one.<br /><br />SP<br /><br />",negative
"Not all movies should have that predictable ending that we are all so use to, and it's great to see movies with really unusual twists. However with that said, I was really disappointed in l'apartment's ending. In my opinion the ending didn't really fit in with the rest of the movie and it basically destroyed the story that was being told.<br /><br />You spend the whole movie discovering everyone and their feelings but the events in the final 2 minutes of the movie would have impacted majorly on everyones character but the movie ends and leaves it all too wide open.<br /><br />Overall though this movie was very well made, and unlike similar movies such as Serendipity all the scenes were believable and didn't go over the top.",positive
"I wish ""that '70s show"" would come back on television. It was the greatest show ever!!! They should make episodes between the other episodes but of course that would be confusing. But I wish it would come back and make more episodes. Please come back... The show was absolutely hilarious. You couldn't laugh without seeing an episode. There is a really funny part in every episode and plus the show was so much better when Hyde and Jackie were going out with each other. Those were the best episodes. ""That '70s show is the best"".... It will be and always will be the best show ever. It was really sad when the show ended. They should make new episodes.",positive
"1985 was a good year for films - maybe even great - but this one missing out on a gong went a long way to convincing fans that ol' Oscar is little more that a hood ornament for good party members.<br /><br />11 nominations and not a single title: such was the Academy's disdain for one of their greatest directors; and one who had to wait another 8 years before whatever prejudices had prevented them from handing him the statue before allowed them to give him 7 for Schindler's List, which is, arguably, not as good (and I'm half-Polish).<br /><br />Don't get me wrong, Schindler was a classic. And I'm not knocking 'Out of Africa' (which won that year) either; but it was, in my mind, a class behind this one: an epic story of suffering and hope that brought me to tears - and I'm not a big cryer.<br /><br />Maybe it was the music (superb), or the cinematography (sumptuous), but more likely simply the acting: Whoopi, who proved to all of us that she was much more than just a comedienne; Danny Glover, who I'd never heard of before; and, of course, Oprah.<br /><br />The rest is history; but, at the time: who knew?",positive
"This movie is about Tyrannus, a gladiator who is brought back from the dead to summon Tyrannus, a gladiator who must be brought back from the dead. Tyrannus, we learn after about an hour, is also called Demonicus. This adds much needed depth to the screenplay and calls into question our assumptions about identity, psychology and ourselves. <br /><br />The spirit of Tyrannus accomplishes his little to-do list (killing some people and saying repetitive phrases in Latin) by possessing the body of a college guy. He uses a magic mind-control helmet to do this, which the college boy willingly puts on his head, and then at several points in the movie, takes off and puts back on.<br /><br />Maria performs oral sex on a poor man's Sean Willian Scott, and Tyrannus wears the Rollerball glove. Tyrannus has his own green backlighting for no reason, and has apparently been sitting next to CG fire in an ancient concrete tunnel for centuries like this. Utter misfortune.<br /><br />This movie is empty and will hurt you. See it.",negative
"Yep, lots of shouting, screaming, cheering, arguing, celebrating, fist clinching, high fiving & fighting. You have a general idea as to why, but can never be 100% certain. A naval knowledge would be an advantage for the finer points, but then you'd probably spot the many flaws. Not an awful film & Hackman & Washington are their usual brilliant, but the plot was one you could peg pretty early on. I'm still waiting to see a submarine film where people get on with each other & don't argue, but then you probably wouldn't have a film.<br /><br />4/10",negative
"Stealing is a crime, and these guys, Kenny Yakkel and Corbin Bernsen look like their going to get away with it. I haven't even seen this film, but not only do i know it sucks, but the fact that it steals the story of another film, or 2 films for that matter, is such bull crap (and if IMDb would allow profanity much more than just bull crap) that I become filled with rage and feel as though I should just throw myself out the window and just end it all. O.k that's a little much but stealing is worse.<br /><br />Ever seen Pontypool? It was this awesome little zombie film made in 2008, this radio host goes into work, and then this zombie attack happens. We only see what's going on inside the radio station, and the only guess we have on what's happening on the outside are the occasional calls from their eye in the sky Ken Loney (easily the funniest moment in the film in my mind) and the BBC calling in for an update on the situation. From all the reviews I've read, and from the conversation I had with my friend (who has seen this film and Pontypool) this film was exactly like it in the story, with minor tweaks here and there. So throw originality and creativity out the window. As for the Zombies, or the infected, whatever you want to call them. They are the exact same thing, just because they got infected does not change the fact that they walk around mindlessly, and have a never ending quench for flesh. They are Zombies. ZOMBIES!!<br /><br />ZOMBIES!!! Okay one to many, but back to this crappy movie. The Zombies from what I've heard are a lot like the ones in 28 Days Later, another better movie, with their insane rage and even more insane quench of flesh. This is where Zombie movies define themselves, story does not matter in a zombie movie (as long as your not taking the idea of another film). Sure a zombie movie can be enhanced by the story, as is the case with Pontypool, but the zombies have to be, in a way, original. 28 Days Later started the insane raging Zombie. Pontypool I can't even begin to explain those guys without ruining the film. The Evil Dead, I think all i have to do is just type the name again because, come on it's The Evil Dead. Romero is the master, and he went through all different types of zombies, from the painted face zombies in Dawn of the Dead to raging zombies in Diary of the Dead, and he did each one with his own unique style.<br /><br />So, after talking about other great zombie movies, I think it's about time I explain why I hate this movie without even seeing it. This movie down right steals the original story outline to Pontypool which i think is called plagiarism and is illegal in this country and many people get kicked out of school for doing this very thing, yet in Hollywood it's allowed, and apparently approved of. This is not the only film that takes the outline of another movie, and just tries to tell it differently. The 90's is like the worst period for movies ever, sure it had some gems but what decade doesn't, and it's because all the movies were the exact same. My favorite, the crime movie with a twist so big that you'll never guess it till the very end. They force feed you one suspect, make it seem impossible that it's not anybody else but him, then, bam, all this time it was this guy, you just had to look at the scenes where he wasn't there and then when he would mysteriously show up out of the blue, say ""hey guys, what did i miss?"" OH! DIDN'T SEE THAT COMING DID YA! Well, I'll leave a cliché as my closing statement. This is one film you'll surely want to miss.",negative
"I don't think a movie like this would be released today. It takes it's time to present the depth of the characters and the plot isn't full of twists and turns to keep you on the edge of your seat.<br /><br />But, what this film does have: an interesting study in how families' deal with grief. How when the language for healing and over-coming tremendous loss leaves us mute, and we rely on raw emotions instead. Grief without reason and patience is anger, even hate. And unfortunately, the lead character (a young boy who accidently shoots and kills his brother while hunting) in the film is given more than his fair share of it. He eventually leaves and moves in with his grandfather (Wilford Brimley) who makes it clear to him that it WAS an accident. I got the impression that this young man knew that in his heart, but needed to hear those words from his parents, and to receive their forgiveness.<br /><br />What I loved about this film: the lack of dialog. There was a tremendous emphasis on physical reaction, facial expressions. And the slower pace of the film allows you to really watch the reactions of the actors. Something we don't get to do alot of with today's films.<br /><br />",positive
"To be frank, this is probably the best version in my book as a sound movie version of the Jazz Singer. The 1927 version is really a silent movie despite its build-up as the first talkie.<br /><br />Danny Thomas is a great comedian, and he sings very well. He does the Jewish stuff with feeling. Peggy Lee is great and any film that has her is always entertaining. Allan Joslyn is not too entertaining and we could have done without him. One question: since when do Cantors live in such luxurious houses???",positive
"During a sleepless night, I was switching through the channels & found this embarrassment of a movie. What were they thinking?<br /><br />If this is life after ""Remote Control"" for Kari (Wuhrer) Salin, no wonder she's gone nowhere.<br /><br />And why did David Keith take this role? It's pathetic!<br /><br />Anyway, I turned on the movie near the end, so I didn't get much of the plot. But this must've been the best part. This nerdy college kid brings home this dominatrix-ish girl...this scene is straight out of the comic books -- or the cheap porn movies. She calls the mother anal retentive and kisses the father ""Oh, I didn't expect tongue!"" Great lines!<br /><br />After this, I had to see how it ended..<br /><br />Well, of course, this bitch from hell has a helluva past, so the SWAT team is upstairs. And yes...they surround her! And YES YES! The kid blows her brains out!!!! AHAHHAHAHAHA!!<br /><br />This is must-see TV. <br /><br />",negative
"i love this movie. is it on air anymore? what can i do to get it on air again because i miss this movie when does this movie air again? i love this movie so much. does anyone know how long it has been since it was last on Disney?it has been a very very long time and i am so sick of waiting!i want to see Susie Q again. i swear, they take all the good movies off air and play new stupid gay ones that are fake and retarded. i miss this movie, wish upon a star, Kazaam with Shaquille O'neil, and a bunch more. where did all the good movies go? i want them back.i miss all the good movies and they don't have them anymore. if anybody finds out if Susie Q or any good old Disney movie comes out will you please let me know, my email is girlygirl148@aol.com girlygirl(no blank space)148. thank you and i hope you want this movie back too. have a great day",positive
"The operative rule in the making of this film seems to have been ""never make a 1 minute scene when you can make it a 10 minute scene."" This was a principle set right from the start with an interminably long portrayal of the graduation of the Harvard class of 1870. The point of that scene, I suppose, was to introduce some of the primary figures in the story and give a bit of their background - which is somewhat effective when comparing the idealism of the Harvard graduation ceremony to the realism of life in Johnson County, Wyoming, but it just keeps going and going, and that sets the stage for a film that features repeated stretches of mind-numbing nothingness, made even worse by the fact that I found a significant amount of the dialogue to be almost incoherent. In the end, I couldn't even watch this in one sitting. I got through about half of it and had to set it aside for a couple of days before I could drag myself back to see how it turned out.<br /><br />My reaction to this movie in many ways is a shame, because there are positives here. The performances are generally of a high calibre, especially from Kris Kristofersson as Averill, Christopher Walken as Champion and Isabelle Huppert as Ella. The basic story - interspersed as it is around that ever-present mind-numbing nothingness - is potentially interesting, focusing on the efforts of immigrants to establish themselves in Johnson County and a local cattle company's efforts to stop them by killing a number of them in collaboration with the government and the military. There's also some absolutely breathtaking scenery shots. Having said that, the whole thing could frankly have been done in half the time - and should have been. In the end, all those potential positives are washed out by - again - the mind-numbing nothingness that the movie seems to revolve around. Seriously - 2/10.",negative
"The quality you're likely to remember after viewing The Big Knife is how claustrophobic it is. It's pacing is sacrificed to a uniform texture of dialog. It's talky in the extreme. Modern viewers will feel every point has been made (and then some) but the movie will still not move on, or do the viewer a favor and change the scenery. It's very inert. At the 45 min mark I was sure I had watched two very slow hours. My beleaguered response was, ""Good God, where is this going?"" It feels like Odets was paid by the word...<br /><br />This is a good place to note the decline of drama from it's high point in the 40s through the conceit-laden projects of the 50s and 60s until actual filmic merit was rediscovered in the 70s, only to vanish again. Here we get show-offy, conventional, emotional outbursts from Steiger, Lupino et al. and camera moves pre-arranged to meet over-practiced blocking. This is due to the rise of the Method; the regrettable trend of sacrificing every other merit of film, to grant actors their most selfish wishes. ""Great acting,"" ho-hum, has killed thought in movies.<br /><br />Jack Palance's forehead & pompadour retract and thrust forward every time he reacts to something. It's disturbing.<br /><br />This is awfully boring stuff.",negative
"This is a children's TV series about a Mary-Sue who is at the same time, mean and bitchy. I couldn't bring my self to sit through 3 episodes of Zoey101. Not to mention that Jamie Lynn Spears can't act to save her life! What message does this show bring to kids? If you're not perfect like Zoey, you're unworthy *rollseyes*.<br /><br />It's absurd how Zoey's character is exactly the type of person who would be despised in real life yet she manages to become so popular. Then there is Chase who is basically a lovesick puppy who worships the ground Zoey walks on. Then there is the fact that all the other characters seem to have been dumbed down in order to stop them from outshining Zoey. I'm sorry but the characterization in this show = extremely unrealistic.",negative
"If I had never seen the first Road House, then I guess this movie might get one more star, but even then that makes it a 3 star movie. For that matter I was really surprised as to the relatively high rating it currently has.<br /><br />In reality, I was not able to finish this movie, as it was painful. Where it went wrong (at least the most obvious way) is that it pretty much parallels the original exactly even though the original plot is still referenced. This doesn't really make sense and doesn't work. Also, the acting is weak...I never felt like I was into the movie yet I felt like I was watching people act. Even good actors like Busey don't work out, probably due to the screenplay or maybe the awkward editing. The strangest thing is that the movie feels like a mid 90's B movie, yet is made in 06. I am not sure as to why, but then again, this often seems to happen with sequels for some reason. The music, the look, and the whole overall feel reminds me of movies you saw 10 years ago on Cinemax late at night. The strangest thing of all is that I am also expecting Ja Rule to come in at some point...often it reminds me of more current movies with rappers as actors.<br /><br />The most irritating thing is love interest girl who's character seems like a total rip off of the Lois Lane character on Smallville which is also quite annoying. And lets not forget the fakest sounding ""southern accents"" I have heard since Walk the Line. I realize this is common place in movies, but no accent at all would work better than attempting to sound like you are from that universal hick place on TV where anyone from any southern state (or KY and WV) sound exactly the same. Sure, people in desert towns in AZ sound just like people in Southeastern states 2000+ miles away. That was wearing thin 10 years ago in the B movies where technique came from. Why do writers / directors make such decisions? <br /><br />Bottom line: I would truly not recommend this if you are a fan of Road House or if you like good movies. Also, if you have not seen it yet, don't spoil it by seeing this version first. The original Road House was one of those accidental classics that people love and watch over and over. It was an unexpected success like American Graffiti, Dazed and Confused, and more recently Office Space, Fast and Furious (only the first one!), and Napolean Dynamite. Why did they spoil it!!!???<br /><br />They should have never made a sequel to Road House other than a high budget version with the right actors / director. Sure, you can never top the original (ex: Bad News Bears, The Longest Yard, etc.), but at least if you can do it right it will be presentable as is the case with the examples I mentioned. But to make a low budget, off-network, self production of Road House is criminal.",negative
